"","logFC","logCPM","F","PValue","FDR"
"ABCD4",0.0841484001023522,6.3431254208592,3.67316348195669,0.0567086191415134,0.0995598292066942
"GDPD4",0.480717799651735,-1.54695717044578,3.67192165822536,0.0567500878795419,0.099623050500799
"AP002512.3",-0.248324476842983,-2.54134971766622,4.87473867097985,0.056755206389987,0.099623050500799
"RBP1",0.163347235410168,5.75830011017269,3.67157323965736,0.056761728592351,0.0996252159901899
"AC006030.1",0.210551646472731,-0.749122058394997,3.6711382350247,0.0567762657428183,0.0996414471830829
"PCDHA3",-0.248274802282668,-1.34781471687829,3.66731739246203,0.0569041233641672,0.0998565324577719
"HECW2",-0.646512283628718,-0.686807957754464,3.66471144791906,0.0569915032665727,0.100000553142297
"FAM133A",0.346052564425792,-2.65503373827557,3.66443932079505,0.0570006362326926,0.100007263234745
"IGFBP6",0.315062222776604,6.62883342250174,3.6616418244696,0.0570946149522376,0.100162819563257
"AMH",-0.273352355844361,1.23464248452096,3.66097836765342,0.0571169273429249,0.100192632208401
"SPCS3",0.317417891708066,2.97813992221803,3.66063002370057,0.0571286460623533,0.100203857962999
"QRICH1",-0.0889802137149538,5.58913602582262,3.65983933723771,0.0571552552759151,0.100236084751146
"CRTC2",-0.122266953748632,5.70222193279694,3.65976786406963,0.0571576612377542,0.100236084751146
"AC007950.1",-0.0798373632290016,5.0840163785741,3.65808022078058,0.057214502942532,0.100326427108947
"SVIL",0.126794389739964,5.84991028564973,3.65717338591097,0.0572450711294328,0.100370685958326
"ATRNL1",0.321133101960136,-1.31194028082875,3.6570083999626,0.0572506344630501,0.100371098372726
"KIF25",-0.228676576528561,0.571598689299214,3.6565519545029,0.0572660288389804,0.100388744767235
"GPR89B",0.0611128243635736,4.01186441382181,3.65520200627743,0.0573115839963902,0.100459255543314
"SLC12A2",-0.270341584929066,2.00773149340249,3.65226274529186,0.0574109060608381,0.100623990358585
"MRPL20",0.114911234400351,4.64066724218059,3.65104908779517,0.0574519710950974,0.1006865970313
"CREB5",-0.296960657660964,3.08392928838878,3.65053438650031,0.0574693959000033,0.100707765578071
"KLF3",-0.369185251840285,1.46847337146084,3.65026702772871,0.0574784493513851,0.100714261825076
"ELMOD2",0.214804121031367,1.95947766402526,3.64960575731261,0.0575008482146468,0.100744138640952
"OR5B3",0.424040344781143,-3.91653742686421,10.6386250539099,0.0575146275545416,0.100758909501763
"FAM240A",0.352040241414207,-3.17193823336132,3.64757759687114,0.0575696053021978,0.100845845702325
"BRINP2",0.605037287705752,-2.25338558609629,3.64634038832436,0.0576115913705951,0.100910010064088
"IDNK",-0.10260193769486,3.4532993657509,3.64607406008087,0.057620633806054,0.100916465195095
